 time            v(nodeA)        time            v(nodeB)       
 3.58280000e-04  3.88678403e+00  3.58280000e-04  1.94339201e+00 
 3.59280000e-04  3.86694493e+00  3.59280000e-04  1.93347247e+00 
 3.60280000e-04  3.84695318e+00  3.60280000e-04  1.92347659e+00 
 3.61280000e-04  3.82680956e+00  3.61280000e-04  1.91340478e+00 
 3.62280000e-04  3.80651486e+00  3.62280000e-04  1.90325743e+00 
 3.63280000e-04  3.78606988e+00  3.63280000e-04  1.89303494e+00 
 3.64280000e-04  3.76547544e+00  3.64280000e-04  1.88273772e+00 
 3.65280000e-04  3.74473234e+00  3.65280000e-04  1.87236617e+00 
 3.66280000e-04  3.72384141e+00  3.66280000e-04  1.86192071e+00 
 3.67280000e-04  3.70280347e+00  3.67280000e-04  1.85140173e+00 
 3.68280000e-04  3.68161935e+00  3.68280000e-04  1.84080967e+00 
 3.69280000e-04  3.66028988e+00  3.69280000e-04  1.83014494e+00 
 3.70280000e-04  3.63881591e+00  3.70280000e-04  1.81940795e+00 
 3.71280000e-04  3.61719829e+00  3.71280000e-04  1.80859914e+00 
 3.72280000e-04  3.59543786e+00  3.72280000e-04  1.79771893e+00 
 3.73280000e-04  3.57353549e+00  3.73280000e-04  1.78676775e+00 
 3.74280000e-04  3.55149205e+00  3.74280000e-04  1.77574603e+00 
 3.75280000e-04  3.52930840e+00  3.75280000e-04  1.76465420e+00 
 3.76280000e-04  3.50698542e+00  3.76280000e-04  1.75349271e+00 
 3.77280000e-04  3.48452399e+00  3.77280000e-04  1.74226199e+00 
 3.78280000e-04  3.46192500e+00  3.78280000e-04  1.73096250e+00 
 3.79280000e-04  3.43918933e+00  3.79280000e-04  1.71959467e+00 
 3.80280000e-04  3.41631789e+00  3.80280000e-04  1.70815895e+00 
 3.81280000e-04  3.39331158e+00  3.81280000e-04  1.69665579e+00 
 3.82280000e-04  3.37017131e+00  3.82280000e-04  1.68508566e+00 
 3.83280000e-04  3.34689800e+00  3.83280000e-04  1.67344900e+00 
 3.84280000e-04  3.32349255e+00  3.84280000e-04  1.66174627e+00 
 3.85280000e-04  3.29995589e+00  3.85280000e-04  1.64997795e+00 
 3.86280000e-04  3.27628896e+00  3.86280000e-04  1.63814448e+00 
 3.87280000e-04  3.25249269e+00  3.87280000e-04  1.62624634e+00 
 3.88280000e-04  3.22856801e+00  3.88280000e-04  1.61428400e+00 
 3.89280000e-04  3.20451588e+00  3.89280000e-04  1.60225794e+00 
 3.90280000e-04  3.18033723e+00  3.90280000e-04  1.59016862e+00 
 3.91280000e-04  3.15603303e+00  3.91280000e-04  1.57801652e+00 
 3.92280000e-04  3.13160424e+00  3.92280000e-04  1.56580212e+00 
 3.93280000e-04  3.10705182e+00  3.93280000e-04  1.55352591e+00 
 3.94280000e-04  3.08237673e+00  3.94280000e-04  1.54118837e+00 
 3.95280000e-04  3.05757996e+00  3.95280000e-04  1.52878998e+00 
 3.96280000e-04  3.03266248e+00  3.96280000e-04  1.51633124e+00 
 3.97280000e-04  3.00762528e+00  3.97280000e-04  1.50381264e+00 
 3.98280000e-04  2.98246934e+00  3.98280000e-04  1.49123467e+00 
 3.99280000e-04  2.95719566e+00  3.99280000e-04  1.47859783e+00 
 4.00280000e-04  2.93180523e+00  4.00280000e-04  1.46590262e+00 
 4.01280000e-04  2.90629906e+00  4.01280000e-04  1.45314953e+00 
 4.02280000e-04  2.88067816e+00  4.02280000e-04  1.44033908e+00 
 4.03280000e-04  2.85494353e+00  4.03280000e-04  1.42747176e+00 
 4.04280000e-04  2.82909619e+00  4.04280000e-04  1.41454809e+00 
 4.05280000e-04  2.80313716e+00  4.05280000e-04  1.40156858e+00 
 4.06280000e-04  2.77706747e+00  4.06280000e-04  1.38853374e+00 
 4.07280000e-04  2.75088815e+00  4.07280000e-04  1.37544408e+00 
 4.08280000e-04  2.72460023e+00  4.08280000e-04  1.36230011e+00 
 4.09280000e-04  2.69820474e+00  4.09280000e-04  1.34910237e+00 
 4.10280000e-04  2.67170274e+00  4.10280000e-04  1.33585137e+00 
 4.11280000e-04  2.64509526e+00  4.11280000e-04  1.32254763e+00 
 4.12280000e-04  2.61838335e+00  4.12280000e-04  1.30919168e+00 
 4.13280000e-04  2.59156808e+00  4.13280000e-04  1.29578404e+00 
 4.14280000e-04  2.56465049e+00  4.14280000e-04  1.28232525e+00 
 4.15280000e-04  2.53763166e+00  4.15280000e-04  1.26881583e+00 
 4.16280000e-04  2.51051265e+00  4.16280000e-04  1.25525632e+00 
 4.17280000e-04  2.48329452e+00  4.17280000e-04  1.24164726e+00 
 4.18280000e-04  2.45597836e+00  4.18280000e-04  1.22798918e+00 
 4.19280000e-04  2.42856524e+00  4.19280000e-04  1.21428262e+00 
 4.20280000e-04  2.40105625e+00  4.20280000e-04  1.20052813e+00 
 4.21280000e-04  2.37345247e+00  4.21280000e-04  1.18672623e+00 
 4.22280000e-04  2.34575498e+00  4.22280000e-04  1.17287749e+00 
 4.23280000e-04  2.31796489e+00  4.23280000e-04  1.15898245e+00 
 4.24280000e-04  2.29008329e+00  4.24280000e-04  1.14504165e+00 
 4.25280000e-04  2.26211129e+00  4.25280000e-04  1.13105564e+00 
 4.26280000e-04  2.23404998e+00  4.26280000e-04  1.11702499e+00 
 4.27280000e-04  2.20590047e+00  4.27280000e-04  1.10295023e+00 
 4.28280000e-04  2.17766387e+00  4.28280000e-04  1.08883194e+00 
 4.29280000e-04  2.14934131e+00  4.29280000e-04  1.07467065e+00 
 4.30280000e-04  2.12093389e+00  4.30280000e-04  1.06046695e+00 
 4.31280000e-04  2.09244275e+00  4.31280000e-04  1.04622137e+00 
 4.32280000e-04  2.06386899e+00  4.32280000e-04  1.03193450e+00 
 4.33280000e-04  2.03521376e+00  4.33280000e-04  1.01760688e+00 
 4.34280000e-04  2.00647818e+00  4.34280000e-04  1.00323909e+00 
 4.35280000e-04  1.97766339e+00  4.35280000e-04  9.88831696e-01 
 4.36280000e-04  1.94877053e+00  4.36280000e-04  9.74385264e-01 
 4.37280000e-04  1.91980073e+00  4.37280000e-04  9.59900364e-01 
 4.38280000e-04  1.89075514e+00  4.38280000e-04  9.45377570e-01 
 4.39280000e-04  1.86163491e+00  4.39280000e-04  9.30817453e-01 
 4.40280000e-04  1.83244118e+00  4.40280000e-04  9.16220589e-01 
 4.41280000e-04  1.80317511e+00  4.41280000e-04  9.01587554e-01 
 4.42280000e-04  1.77383785e+00  4.42280000e-04  8.86918927e-01 
 4.43280000e-04  1.74443057e+00  4.43280000e-04  8.72215285e-01 
 4.44280000e-04  1.71495442e+00  4.44280000e-04  8.57477210e-01 
 4.45280000e-04  1.68541056e+00  4.45280000e-04  8.42705282e-01 
 4.46280000e-04  1.65580017e+00  4.46280000e-04  8.27900087e-01 
 4.47280000e-04  1.62612441e+00  4.47280000e-04  8.13062207e-01 
 4.48280000e-04  1.59638446e+00  4.48280000e-04  7.98192229e-01 
 4.49280000e-04  1.56658148e+00  4.49280000e-04  7.83290740e-01 
 4.50280000e-04  1.53671666e+00  4.50280000e-04  7.68358328e-01 
 4.51280000e-04  1.50679116e+00  4.51280000e-04  7.53395582e-01 
 4.52280000e-04  1.47680619e+00  4.52280000e-04  7.38403093e-01 
 4.53280000e-04  1.44676291e+00  4.53280000e-04  7.23381454e-01 
 4.54280000e-04  1.41666251e+00  4.54280000e-04  7.08331257e-01 
 4.55280000e-04  1.38650619e+00  4.55280000e-04  6.93253096e-01 
 4.56280000e-04  1.35629513e+00  4.56280000e-04  6.78147566e-01 
 4.57280000e-04  1.32603053e+00  4.57280000e-04  6.63015265e-01 
 4.58280000e-04  1.29571358e+00  4.58280000e-04  6.47856789e-01 
 4.59280000e-04  1.26534547e+00  4.59280000e-04  6.32672736e-01 
 4.60280000e-04  1.23492741e+00  4.60280000e-04  6.17463707e-01 
 4.61280000e-04  1.20446060e+00  4.61280000e-04  6.02230301e-01 
 4.62280000e-04  1.17394624e+00  4.62280000e-04  5.86973120e-01 
 4.63280000e-04  1.14338553e+00  4.63280000e-04  5.71692767e-01 
 4.64280000e-04  1.11277969e+00  4.64280000e-04  5.56389844e-01 
 4.65280000e-04  1.08212991e+00  4.65280000e-04  5.41064956e-01 
 4.66280000e-04  1.05143741e+00  4.66280000e-04  5.25718707e-01 
 4.67280000e-04  1.02070341e+00  4.67280000e-04  5.10351704e-01 
 4.68280000e-04  9.89929106e-01  4.68280000e-04  4.94964553e-01 
 4.69280000e-04  9.59115724e-01  4.69280000e-04  4.79557862e-01 
 4.70280000e-04  9.28264478e-01  4.70280000e-04  4.64132239e-01 
 4.71280000e-04  8.97376585e-01  4.71280000e-04  4.48688292e-01 
 4.72280000e-04  8.66453265e-01  4.72280000e-04  4.33226632e-01 
 4.73280000e-04  8.35495739e-01  4.73280000e-04  4.17747869e-01 
 4.74280000e-04  8.04505229e-01  4.74280000e-04  4.02252615e-01 
 4.75280000e-04  7.73482959e-01  4.75280000e-04  3.86741479e-01 
 4.76280000e-04  7.42430153e-01  4.76280000e-04  3.71215076e-01 
 4.77280000e-04  7.11348037e-01  4.77280000e-04  3.55674018e-01 
 4.78280000e-04  6.80237838e-01  4.78280000e-04  3.40118919e-01 
 4.79280000e-04  6.49100785e-01  4.79280000e-04  3.24550392e-01 
 4.80280000e-04  6.17938106e-01  4.80280000e-04  3.08969053e-01 
 4.81280000e-04  5.86751032e-01  4.81280000e-04  2.93375516e-01 
 4.82280000e-04  5.55540794e-01  4.82280000e-04  2.77770397e-01 
 4.83280000e-04  5.24308624e-01  4.83280000e-04  2.62154312e-01 
 4.84280000e-04  4.93055756e-01  4.84280000e-04  2.46527878e-01 
 4.85280000e-04  4.61783422e-01  4.85280000e-04  2.30891711e-01 
 4.86280000e-04  4.30492859e-01  4.86280000e-04  2.15246429e-01 
 4.87280000e-04  3.99185300e-01  4.87280000e-04  1.99592650e-01 
 4.88280000e-04  3.67861981e-01  4.88280000e-04  1.83930991e-01 
 4.89280000e-04  3.36524141e-01  4.89280000e-04  1.68262070e-01 
 4.90280000e-04  3.05173015e-01  4.90280000e-04  1.52586507e-01 
 4.91280000e-04  2.73809841e-01  4.91280000e-04  1.36904920e-01 
 4.92280000e-04  2.42435858e-01  4.92280000e-04  1.21217929e-01 
 4.93280000e-04  2.11052303e-01  4.93280000e-04  1.05526152e-01 
 4.94280000e-04  1.79660417e-01  4.94280000e-04  8.98302085e-02 
 4.95280000e-04  1.48261438e-01  4.95280000e-04  7.41307190e-02 
 4.96280000e-04  1.16856606e-01  4.96280000e-04  5.84283029e-02 
 4.97280000e-04  8.54471605e-02  4.97280000e-04  4.27235803e-02 
 4.98280000e-04  5.40343418e-02  4.98280000e-04  2.70171709e-02 
 4.99280000e-04  2.26193900e-02  4.99280000e-04  1.13096950e-02 
 5.00280000e-04 -8.79645489e-03  5.00280000e-04 -4.39822745e-03 
 5.01280000e-04 -4.02119525e-02  5.01280000e-04 -2.01059762e-02 
 5.02280000e-04 -7.16258625e-02  5.02280000e-04 -3.58129313e-02 
 5.03280000e-04 -1.03036945e-01  5.03280000e-04 -5.15184725e-02 
 5.04280000e-04 -1.34443960e-01  5.04280000e-04 -6.72219798e-02 
 5.05280000e-04 -1.65845667e-01  5.05280000e-04 -8.29228334e-02 
 5.06280000e-04 -1.97240826e-01  5.06280000e-04 -9.86204132e-02 
 5.07280000e-04 -2.28628200e-01  5.07280000e-04 -1.14314100e-01 
 5.08280000e-04 -2.60006547e-01  5.08280000e-04 -1.30003273e-01 
 5.09280000e-04 -2.91374629e-01  5.09280000e-04 -1.45687315e-01 
 5.10280000e-04 -3.22731209e-01  5.10280000e-04 -1.61365604e-01 
 5.11280000e-04 -3.54075048e-01  5.11280000e-04 -1.77037524e-01 
 5.12280000e-04 -3.85404908e-01  5.12280000e-04 -1.92702454e-01 
 5.13280000e-04 -4.16719553e-01  5.13280000e-04 -2.08359777e-01 
 5.14280000e-04 -4.48017747e-01  5.14280000e-04 -2.24008874e-01 
 5.15280000e-04 -4.79298254e-01  5.15280000e-04 -2.39649127e-01 
 5.16280000e-04 -5.10559839e-01  5.16280000e-04 -2.55279920e-01 
 5.17280000e-04 -5.41801268e-01  5.17280000e-04 -2.70900634e-01 
 5.18280000e-04 -5.73021308e-01  5.18280000e-04 -2.86510654e-01 
 5.19280000e-04 -6.04218726e-01  5.19280000e-04 -3.02109363e-01 
 5.20280000e-04 -6.35392290e-01  5.20280000e-04 -3.17696145e-01 
 5.21280000e-04 -6.66540770e-01  5.21280000e-04 -3.33270385e-01 
 5.22280000e-04 -6.97662936e-01  5.22280000e-04 -3.48831468e-01 
 5.23280000e-04 -7.28757560e-01  5.23280000e-04 -3.64378780e-01 
 5.24280000e-04 -7.59823414e-01  5.24280000e-04 -3.79911707e-01 
 5.25280000e-04 -7.90859271e-01  5.25280000e-04 -3.95429635e-01 
 5.26280000e-04 -8.21863906e-01  5.26280000e-04 -4.10931953e-01 
 5.27280000e-04 -8.52836095e-01  5.27280000e-04 -4.26418048e-01 
 5.28280000e-04 -8.83774616e-01  5.28280000e-04 -4.41887308e-01 
 5.29280000e-04 -9.14678247e-01  5.29280000e-04 -4.57339124e-01 
 5.30280000e-04 -9.45545769e-01  5.30280000e-04 -4.72772884e-01 
 5.31280000e-04 -9.76375961e-01  5.31280000e-04 -4.88187981e-01 
 5.32280000e-04 -1.00716761e+00  5.32280000e-04 -5.03583804e-01 
 5.33280000e-04 -1.03791949e+00  5.33280000e-04 -5.18959747e-01 
 5.34280000e-04 -1.06863040e+00  5.34280000e-04 -5.34315202e-01 
 5.35280000e-04 -1.09929913e+00  5.35280000e-04 -5.49649563e-01 
 5.36280000e-04 -1.12992445e+00  5.36280000e-04 -5.64962226e-01 
 5.37280000e-04 -1.16050517e+00  5.37280000e-04 -5.80252584e-01 
 5.38280000e-04 -1.19104007e+00  5.38280000e-04 -5.95520035e-01 
 5.39280000e-04 -1.22152795e+00  5.39280000e-04 -6.10763976e-01 
 5.40280000e-04 -1.25196761e+00  5.40280000e-04 -6.25983805e-01 
 5.41280000e-04 -1.28235784e+00  5.41280000e-04 -6.41178921e-01 
 5.42280000e-04 -1.31269745e+00  5.42280000e-04 -6.56348725e-01 
 5.43280000e-04 -1.34298523e+00  5.43280000e-04 -6.71492617e-01 
 5.44280000e-04 -1.37322000e+00  5.44280000e-04 -6.86609999e-01 
 5.45280000e-04 -1.40340055e+00  5.45280000e-04 -7.01700276e-01 
 5.46280000e-04 -1.43352570e+00  5.46280000e-04 -7.16762850e-01 
 5.47280000e-04 -1.46359426e+00  5.47280000e-04 -7.31797128e-01 
 5.48280000e-04 -1.49360503e+00  5.48280000e-04 -7.46802516e-01 
 5.49280000e-04 -1.52355684e+00  5.49280000e-04 -7.61778422e-01 
 5.50280000e-04 -1.55344851e+00  5.50280000e-04 -7.76724253e-01 
 5.51280000e-04 -1.58327884e+00  5.51280000e-04 -7.91639421e-01 
 5.52280000e-04 -1.61304667e+00  5.52280000e-04 -8.06523337e-01 
 5.53280000e-04 -1.64275082e+00  5.53280000e-04 -8.21375412e-01 
 5.54280000e-04 -1.67239012e+00  5.54280000e-04 -8.36195061e-01 
 5.55280000e-04 -1.70196340e+00  5.55280000e-04 -8.50981698e-01 
 5.56280000e-04 -1.73146948e+00  5.56280000e-04 -8.65734740e-01 
 5.57280000e-04 -1.76090721e+00  5.57280000e-04 -8.80453604e-01 
 5.58280000e-04 -1.79027542e+00  5.58280000e-04 -8.95137709e-01 
 5.59280000e-04 -1.81957295e+00  5.59280000e-04 -9.09786476e-01 
 5.60280000e-04 -1.84879865e+00  5.60280000e-04 -9.24399326e-01 
 5.61280000e-04 -1.87795136e+00  5.61280000e-04 -9.38975682e-01 
 5.62280000e-04 -1.90702994e+00  5.62280000e-04 -9.53514969e-01 
 5.63280000e-04 -1.93603323e+00  5.63280000e-04 -9.68016613e-01 
 5.64280000e-04 -1.96496008e+00  5.64280000e-04 -9.82480042e-01 
 5.65280000e-04 -1.99380937e+00  5.65280000e-04 -9.96904684e-01 
 5.66280000e-04 -2.02257994e+00  5.66280000e-04 -1.01128997e+00 
 5.67280000e-04 -2.05127066e+00  5.67280000e-04 -1.02563533e+00 
 5.68280000e-04 -2.07988040e+00  5.68280000e-04 -1.03994020e+00 
 5.69280000e-04 -2.10840804e+00  5.69280000e-04 -1.05420402e+00 
 5.70280000e-04 -2.13685243e+00  5.70280000e-04 -1.06842622e+00 
 5.71280000e-04 -2.16521247e+00  5.71280000e-04 -1.08260624e+00 
 5.72280000e-04 -2.19348703e+00  5.72280000e-04 -1.09674351e+00 
 5.73280000e-04 -2.22167499e+00  5.73280000e-04 -1.11083750e+00 
 5.74280000e-04 -2.24977525e+00  5.74280000e-04 -1.12488762e+00 
 5.75280000e-04 -2.27778668e+00  5.75280000e-04 -1.13889334e+00 
 5.76280000e-04 -2.30570820e+00  5.76280000e-04 -1.15285410e+00 
 5.77280000e-04 -2.33353869e+00  5.77280000e-04 -1.16676934e+00 
 5.78280000e-04 -2.36127705e+00  5.78280000e-04 -1.18063853e+00 
 5.79280000e-04 -2.38892220e+00  5.79280000e-04 -1.19446110e+00 
 5.80280000e-04 -2.41647303e+00  5.80280000e-04 -1.20823652e+00 
 5.81280000e-04 -2.44392847e+00  5.81280000e-04 -1.22196424e+00 
 5.82280000e-04 -2.47128743e+00  5.82280000e-04 -1.23564371e+00 
 5.83280000e-04 -2.49854882e+00  5.83280000e-04 -1.24927441e+00 
 5.84280000e-04 -2.52571157e+00  5.84280000e-04 -1.26285579e+00 
 5.85280000e-04 -2.55277462e+00  5.85280000e-04 -1.27638731e+00 
 5.86280000e-04 -2.57973688e+00  5.86280000e-04 -1.28986844e+00 
 5.87280000e-04 -2.60659730e+00  5.87280000e-04 -1.30329865e+00 
 5.88280000e-04 -2.63335482e+00  5.88280000e-04 -1.31667741e+00 
 5.89280000e-04 -2.66000838e+00  5.89280000e-04 -1.33000419e+00 
 5.90280000e-04 -2.68655692e+00  5.90280000e-04 -1.34327846e+00 
 5.91280000e-04 -2.71299940e+00  5.91280000e-04 -1.35649970e+00 
 5.92280000e-04 -2.73933478e+00  5.92280000e-04 -1.36966739e+00 
 5.93280000e-04 -2.76556202e+00  5.93280000e-04 -1.38278101e+00 
 5.94280000e-04 -2.79168007e+00  5.94280000e-04 -1.39584004e+00 
 5.95280000e-04 -2.81768792e+00  5.95280000e-04 -1.40884396e+00 
 5.96280000e-04 -2.84358452e+00  5.96280000e-04 -1.42179226e+00 
 5.97280000e-04 -2.86936887e+00  5.97280000e-04 -1.43468444e+00 
 5.98280000e-04 -2.89503994e+00  5.98280000e-04 -1.44751997e+00 
 5.99280000e-04 -2.92059672e+00  5.99280000e-04 -1.46029836e+00 
 6.00280000e-04 -2.94603819e+00  6.00280000e-04 -1.47301910e+00 
 6.01280000e-04 -2.97136337e+00  6.01280000e-04 -1.48568168e+00 
 6.02280000e-04 -2.99657124e+00  6.02280000e-04 -1.49828562e+00 
 6.03280000e-04 -3.02166081e+00  6.03280000e-04 -1.51083040e+00 
 6.04280000e-04 -3.04663109e+00  6.04280000e-04 -1.52331554e+00 
 6.05280000e-04 -3.07148109e+00  6.05280000e-04 -1.53574054e+00 
 6.06280000e-04 -3.09620984e+00  6.06280000e-04 -1.54810492e+00 
 6.07280000e-04 -3.12081635e+00  6.07280000e-04 -1.56040817e+00 
 6.08280000e-04 -3.14529966e+00  6.08280000e-04 -1.57264983e+00 
 6.09280000e-04 -3.16965880e+00  6.09280000e-04 -1.58482940e+00 
 6.10280000e-04 -3.19389280e+00  6.10280000e-04 -1.59694640e+00 
 6.11280000e-04 -3.21800072e+00  6.11280000e-04 -1.60900036e+00 
 6.12280000e-04 -3.24198159e+00  6.12280000e-04 -1.62099080e+00 
 6.13280000e-04 -3.26583448e+00  6.13280000e-04 -1.63291724e+00 
 6.14280000e-04 -3.28955844e+00  6.14280000e-04 -1.64477922e+00 
 6.15280000e-04 -3.31315253e+00  6.15280000e-04 -1.65657626e+00 
 6.16280000e-04 -3.33661582e+00  6.16280000e-04 -1.66830791e+00 
 6.17280000e-04 -3.35994739e+00  6.17280000e-04 -1.67997370e+00 
 6.18280000e-04 -3.38314632e+00  6.18280000e-04 -1.69157316e+00 
 6.19280000e-04 -3.40621168e+00  6.19280000e-04 -1.70310584e+00 
 6.20280000e-04 -3.42914257e+00  6.20280000e-04 -1.71457129e+00 
 6.21280000e-04 -3.45193809e+00  6.21280000e-04 -1.72596904e+00 
 6.22280000e-04 -3.47459733e+00  6.22280000e-04 -1.73729866e+00 
 6.23280000e-04 -3.49711940e+00  6.23280000e-04 -1.74855970e+00 
 6.24280000e-04 -3.51950340e+00  6.24280000e-04 -1.75975170e+00 
 6.25280000e-04 -3.54174847e+00  6.25280000e-04 -1.77087423e+00 
 6.26280000e-04 -3.56385371e+00  6.26280000e-04 -1.78192685e+00 
 6.27280000e-04 -3.58581826e+00  6.27280000e-04 -1.79290913e+00 
 6.28280000e-04 -3.60764124e+00  6.28280000e-04 -1.80382062e+00 
 6.29280000e-04 -3.62932180e+00  6.29280000e-04 -1.81466090e+00 
 6.30280000e-04 -3.65085908e+00  6.30280000e-04 -1.82542954e+00 
 6.31280000e-04 -3.67225224e+00  6.31280000e-04 -1.83612612e+00 
 6.32280000e-04 -3.69350041e+00  6.32280000e-04 -1.84675021e+00 
 6.33280000e-04 -3.71460278e+00  6.33280000e-04 -1.85730139e+00 
 6.34280000e-04 -3.73555850e+00  6.34280000e-04 -1.86777925e+00 
 6.35280000e-04 -3.75636674e+00  6.35280000e-04 -1.87818337e+00 
 6.36280000e-04 -3.77702669e+00  6.36280000e-04 -1.88851335e+00 
 6.37280000e-04 -3.79753753e+00  6.37280000e-04 -1.89876877e+00 
 6.38280000e-04 -3.81789845e+00  6.38280000e-04 -1.90894923e+00 
 6.39280000e-04 -3.83810865e+00  6.39280000e-04 -1.91905432e+00 
 6.40280000e-04 -3.85816732e+00  6.40280000e-04 -1.92908366e+00 
 6.41280000e-04 -3.87807368e+00  6.41280000e-04 -1.93903684e+00 
 6.42280000e-04 -3.89782694e+00  6.42280000e-04 -1.94891347e+00 
 6.43280000e-04 -3.91742632e+00  6.43280000e-04 -1.95871316e+00 
 6.44280000e-04 -3.93687105e+00  6.44280000e-04 -1.96843553e+00 
 6.45280000e-04 -3.95616036e+00  6.45280000e-04 -1.97808018e+00 
 6.46280000e-04 -3.97529348e+00  6.46280000e-04 -1.98764674e+00 
 6.47280000e-04 -3.99426967e+00  6.47280000e-04 -1.99713483e+00 
 6.48280000e-04 -4.01308817e+00  6.48280000e-04 -2.00654408e+00 
 6.49280000e-04 -4.03174824e+00  6.49280000e-04 -2.01587412e+00 
 6.50280000e-04 -4.05024914e+00  6.50280000e-04 -2.02512457e+00 
 6.51280000e-04 -4.06859014e+00  6.51280000e-04 -2.03429507e+00 
 6.52280000e-04 -4.08677053e+00  6.52280000e-04 -2.04338526e+00 
 6.53280000e-04 -4.10478958e+00  6.53280000e-04 -2.05239479e+00 
 6.54280000e-04 -4.12264657e+00  6.54280000e-04 -2.06132329e+00 
 6.55280000e-04 -4.14034081e+00  6.55280000e-04 -2.07017041e+00 
 6.56280000e-04 -4.15787160e+00  6.56280000e-04 -2.07893580e+00 
 6.57280000e-04 -4.17523824e+00  6.57280000e-04 -2.08761912e+00 
 6.58280000e-04 -4.19244005e+00  6.58280000e-04 -2.09622003e+00 
 6.59280000e-04 -4.20947635e+00  6.59280000e-04 -2.10473818e+00 
 6.60280000e-04 -4.22634647e+00  6.60280000e-04 -2.11317324e+00 
 6.61280000e-04 -4.24304974e+00  6.61280000e-04 -2.12152487e+00 
 6.62280000e-04 -4.25958550e+00  6.62280000e-04 -2.12979275e+00 
 6.63280000e-04 -4.27595310e+00  6.63280000e-04 -2.13797655e+00 
 6.64280000e-04 -4.29215189e+00  6.64280000e-04 -2.14607594e+00 
 6.65280000e-04 -4.30818123e+00  6.65280000e-04 -2.15409062e+00 
 6.66280000e-04 -4.32404050e+00  6.66280000e-04 -2.16202025e+00 
 6.67280000e-04 -4.33972906e+00  6.67280000e-04 -2.16986453e+00 
 6.68280000e-04 -4.35524629e+00  6.68280000e-04 -2.17762315e+00 
 6.69280000e-04 -4.37059159e+00  6.69280000e-04 -2.18529580e+00 
 6.70280000e-04 -4.38576434e+00  6.70280000e-04 -2.19288217e+00 
 6.71280000e-04 -4.40076395e+00  6.71280000e-04 -2.20038198e+00 
 6.72280000e-04 -4.41558983e+00  6.72280000e-04 -2.20779492e+00 
 6.73280000e-04 -4.43024139e+00  6.73280000e-04 -2.21512069e+00 
 6.74280000e-04 -4.44471805e+00  6.74280000e-04 -2.22235902e+00 
 6.75280000e-04 -4.45901923e+00  6.75280000e-04 -2.22950962e+00 
 6.76280000e-04 -4.47314439e+00  6.76280000e-04 -2.23657219e+00 
 6.77280000e-04 -4.48709295e+00  6.77280000e-04 -2.24354647e+00 
 6.78280000e-04 -4.50086437e+00  6.78280000e-04 -2.25043218e+00 
 6.79280000e-04 -4.51445810e+00  6.79280000e-04 -2.25722905e+00 
 6.80280000e-04 -4.52787361e+00  6.80280000e-04 -2.26393680e+00 
 6.81280000e-04 -4.54111037e+00  6.81280000e-04 -2.27055518e+00 
 6.82280000e-04 -4.55416785e+00  6.82280000e-04 -2.27708392e+00 
 6.83280000e-04 -4.56704554e+00  6.83280000e-04 -2.28352277e+00 
 6.84280000e-04 -4.57974293e+00  6.84280000e-04 -2.28987146e+00 
 6.85280000e-04 -4.59225952e+00  6.85280000e-04 -2.29612976e+00 
 6.86280000e-04 -4.60459482e+00  6.86280000e-04 -2.30229741e+00 
 6.87280000e-04 -4.61674833e+00  6.87280000e-04 -2.30837417e+00 
 6.88280000e-04 -4.62871959e+00  6.88280000e-04 -2.31435979e+00 
 6.89280000e-04 -4.64050811e+00  6.89280000e-04 -2.32025405e+00 
 6.90280000e-04 -4.65211343e+00  6.90280000e-04 -2.32605671e+00 
 6.91280000e-04 -4.66353509e+00  6.91280000e-04 -2.33176754e+00 
 6.92280000e-04 -4.67477264e+00  6.92280000e-04 -2.33738632e+00 
 6.93280000e-04 -4.68582565e+00  6.93280000e-04 -2.34291282e+00 
 6.94280000e-04 -4.69669366e+00  6.94280000e-04 -2.34834683e+00 
 6.95280000e-04 -4.70737626e+00  6.95280000e-04 -2.35368813e+00 
 6.96280000e-04 -4.71787301e+00  6.96280000e-04 -2.35893651e+00 
 6.97280000e-04 -4.72818352e+00  6.97280000e-04 -2.36409176e+00 
 6.98280000e-04 -4.73830736e+00  6.98280000e-04 -2.36915368e+00 
 6.99280000e-04 -4.74824415e+00  6.99280000e-04 -2.37412207e+00 
 7.00280000e-04 -4.75799348e+00  7.00280000e-04 -2.37899674e+00 
 7.01280000e-04 -4.76755497e+00  7.01280000e-04 -2.38377748e+00 
 7.02280000e-04 -4.77692825e+00  7.02280000e-04 -2.38846412e+00 
 7.03280000e-04 -4.78611294e+00  7.03280000e-04 -2.39305647e+00 
 7.04280000e-04 -4.79510869e+00  7.04280000e-04 -2.39755434e+00 
 7.05280000e-04 -4.80391513e+00  7.05280000e-04 -2.40195757e+00 
 7.06280000e-04 -4.81253192e+00  7.06280000e-04 -2.40626596e+00 
 7.07280000e-04 -4.82095873e+00  7.07280000e-04 -2.41047936e+00 
 7.08280000e-04 -4.82919520e+00  7.08280000e-04 -2.41459760e+00 
 7.09280000e-04 -4.83724104e+00  7.09280000e-04 -2.41862052e+00 
 7.10280000e-04 -4.84509590e+00  7.10280000e-04 -2.42254795e+00 
 7.11280000e-04 -4.85275949e+00  7.11280000e-04 -2.42637974e+00 
 7.12280000e-04 -4.86023150e+00  7.12280000e-04 -2.43011575e+00 
 7.13280000e-04 -4.86751164e+00  7.13280000e-04 -2.43375582e+00 
