 time            v(nodeA)        time            v(nodeB)       
 7.14280000e-04 -4.87459961e+00  7.14280000e-04 -2.43729981e+00 
 7.15280000e-04 -4.88149515e+00  7.15280000e-04 -2.44074757e+00 
 7.16280000e-04 -4.88819797e+00  7.16280000e-04 -2.44409898e+00 
 7.17280000e-04 -4.89470781e+00  7.17280000e-04 -2.44735391e+00 
 7.18280000e-04 -4.90102442e+00  7.18280000e-04 -2.45051221e+00 
 7.19280000e-04 -4.90714754e+00  7.19280000e-04 -2.45357377e+00 
 7.20280000e-04 -4.91307694e+00  7.20280000e-04 -2.45653847e+00 
 7.21280000e-04 -4.91881238e+00  7.21280000e-04 -2.45940619e+00 
 7.22280000e-04 -4.92435364e+00  7.22280000e-04 -2.46217682e+00 
 7.23280000e-04 -4.92970048e+00  7.23280000e-04 -2.46485024e+00 
 7.24280000e-04 -4.93485272e+00  7.24280000e-04 -2.46742636e+00 
 7.25280000e-04 -4.93981013e+00  7.25280000e-04 -2.46990506e+00 
 7.26280000e-04 -4.94457253e+00  7.26280000e-04 -2.47228626e+00 
 7.27280000e-04 -4.94913972e+00  7.27280000e-04 -2.47456986e+00 
 7.28280000e-04 -4.95351153e+00  7.28280000e-04 -2.47675577e+00 
 7.29280000e-04 -4.95768778e+00  7.29280000e-04 -2.47884389e+00 
 7.30280000e-04 -4.96166832e+00  7.30280000e-04 -2.48083416e+00 
 7.31280000e-04 -4.96545297e+00  7.31280000e-04 -2.48272649e+00 
 7.32280000e-04 -4.96904160e+00  7.32280000e-04 -2.48452080e+00 
 7.33280000e-04 -4.97243406e+00  7.33280000e-04 -2.48621703e+00 
 7.34280000e-04 -4.97563021e+00  7.34280000e-04 -2.48781511e+00 
 7.35280000e-04 -4.97862994e+00  7.35280000e-04 -2.48931497e+00 
 7.36280000e-04 -4.98143312e+00  7.36280000e-04 -2.49071656e+00 
 7.37280000e-04 -4.98403964e+00  7.37280000e-04 -2.49201982e+00 
 7.38280000e-04 -4.98644939e+00  7.38280000e-04 -2.49322470e+00 
 7.39280000e-04 -4.98866230e+00  7.39280000e-04 -2.49433115e+00 
 7.40280000e-04 -4.99067825e+00  7.40280000e-04 -2.49533913e+00 
 7.41280000e-04 -4.99249719e+00  7.41280000e-04 -2.49624859e+00 
 7.42280000e-04 -4.99411903e+00  7.42280000e-04 -2.49705951e+00 
 7.43280000e-04 -4.99554371e+00  7.43280000e-04 -2.49777185e+00 
 7.44280000e-04 -4.99677117e+00  7.44280000e-04 -2.49838559e+00 
 7.45280000e-04 -4.99780137e+00  7.45280000e-04 -2.49890069e+00 
 7.46280000e-04 -4.99863427e+00  7.46280000e-04 -2.49931713e+00 
 7.47280000e-04 -4.99926982e+00  7.47280000e-04 -2.49963491e+00 
 7.48280000e-04 -4.99970802e+00  7.48280000e-04 -2.49985401e+00 
 7.49280000e-04 -4.99994884e+00  7.49280000e-04 -2.49997442e+00 
 7.50280000e-04 -4.99999226e+00  7.50280000e-04 -2.49999613e+00 
 7.51280000e-04 -4.99983830e+00  7.51280000e-04 -2.49991915e+00 
 7.52280000e-04 -4.99948695e+00  7.52280000e-04 -2.49974347e+00 
 7.53280000e-04 -4.99893823e+00  7.53280000e-04 -2.49946911e+00 
 7.54280000e-04 -4.99819216e+00  7.54280000e-04 -2.49909608e+00 
 7.55280000e-04 -4.99724876e+00  7.55280000e-04 -2.49862438e+00 
 7.56280000e-04 -4.99610809e+00  7.56280000e-04 -2.49805405e+00 
 7.57280000e-04 -4.99477018e+00  7.57280000e-04 -2.49738509e+00 
 7.58280000e-04 -4.99323508e+00  7.58280000e-04 -2.49661754e+00 
 7.59280000e-04 -4.99150286e+00  7.59280000e-04 -2.49575143e+00 
 7.60280000e-04 -4.98957359e+00  7.60280000e-04 -2.49478679e+00 
 7.61280000e-04 -4.98744733e+00  7.61280000e-04 -2.49372366e+00 
 7.62280000e-04 -4.98512418e+00  7.62280000e-04 -2.49256209e+00 
 7.63280000e-04 -4.98260422e+00  7.63280000e-04 -2.49130211e+00 
 7.64280000e-04 -4.97988756e+00  7.64280000e-04 -2.48994378e+00 
 7.65280000e-04 -4.97697430e+00  7.65280000e-04 -2.48848715e+00 
 7.66280000e-04 -4.97386456e+00  7.66280000e-04 -2.48693228e+00 
 7.67280000e-04 -4.97055846e+00  7.67280000e-04 -2.48527923e+00 
 7.68280000e-04 -4.96705613e+00  7.68280000e-04 -2.48352806e+00 
 7.69280000e-04 -4.96335771e+00  7.69280000e-04 -2.48167885e+00 
 7.70280000e-04 -4.95946334e+00  7.70280000e-04 -2.47973167e+00 
 7.71280000e-04 -4.95537318e+00  7.71280000e-04 -2.47768659e+00 
 7.72280000e-04 -4.95108740e+00  7.72280000e-04 -2.47554370e+00 
 7.73280000e-04 -4.94660615e+00  7.73280000e-04 -2.47330308e+00 
 7.74280000e-04 -4.94192962e+00  7.74280000e-04 -2.47096481e+00 
 7.75280000e-04 -4.93705799e+00  7.75280000e-04 -2.46852900e+00 
 7.76280000e-04 -4.93199146e+00  7.76280000e-04 -2.46599573e+00 
 7.77280000e-04 -4.92673021e+00  7.77280000e-04 -2.46336511e+00 
 7.78280000e-04 -4.92127447e+00  7.78280000e-04 -2.46063724e+00 
 7.79280000e-04 -4.91562445e+00  7.79280000e-04 -2.45781222e+00 
 7.80280000e-04 -4.90978036e+00  7.80280000e-04 -2.45489018e+00 
 7.81280000e-04 -4.90374245e+00  7.81280000e-04 -2.45187122e+00 
 7.82280000e-04 -4.89751094e+00  7.82280000e-04 -2.44875547e+00 
 7.83280000e-04 -4.89108609e+00  7.83280000e-04 -2.44554304e+00 
 7.84280000e-04 -4.88446814e+00  7.84280000e-04 -2.44223407e+00 
 7.85280000e-04 -4.87765737e+00  7.85280000e-04 -2.43882869e+00 
 7.86280000e-04 -4.87065404e+00  7.86280000e-04 -2.43532702e+00 
 7.87280000e-04 -4.86345842e+00  7.87280000e-04 -2.43172921e+00 
 7.88280000e-04 -4.85607079e+00  7.88280000e-04 -2.42803540e+00 
 7.89280000e-04 -4.84849146e+00  7.89280000e-04 -2.42424573e+00 
 7.90280000e-04 -4.84072072e+00  7.90280000e-04 -2.42036036e+00 
 7.91280000e-04 -4.83275888e+00  7.91280000e-04 -2.41637944e+00 
 7.92280000e-04 -4.82460624e+00  7.92280000e-04 -2.41230312e+00 
 7.93280000e-04 -4.81626314e+00  7.93280000e-04 -2.40813157e+00 
 7.94280000e-04 -4.80772990e+00  7.94280000e-04 -2.40386495e+00 
 7.95280000e-04 -4.79900687e+00  7.95280000e-04 -2.39950343e+00 
 7.96280000e-04 -4.79009437e+00  7.96280000e-04 -2.39504718e+00 
 7.97280000e-04 -4.78099277e+00  7.97280000e-04 -2.39049638e+00 
 7.98280000e-04 -4.77170242e+00  7.98280000e-04 -2.38585121e+00 
 7.99280000e-04 -4.76222370e+00  7.99280000e-04 -2.38111185e+00 
 8.00280000e-04 -4.75255697e+00  8.00280000e-04 -2.37627848e+00 
 8.01280000e-04 -4.74270262e+00  8.01280000e-04 -2.37135131e+00 
 8.02280000e-04 -4.73266103e+00  8.02280000e-04 -2.36633052e+00 
 8.03280000e-04 -4.72243261e+00  8.03280000e-04 -2.36121630e+00 
 8.04280000e-04 -4.71201775e+00  8.04280000e-04 -2.35600888e+00 
 8.05280000e-04 -4.70141687e+00  8.05280000e-04 -2.35070844e+00 
 8.06280000e-04 -4.69063039e+00  8.06280000e-04 -2.34531519e+00 
 8.07280000e-04 -4.67965873e+00  8.07280000e-04 -2.33982936e+00 
 8.08280000e-04 -4.66850232e+00  8.08280000e-04 -2.33425116e+00 
 8.09280000e-04 -4.65716161e+00  8.09280000e-04 -2.32858081e+00 
 8.10280000e-04 -4.64563704e+00  8.10280000e-04 -2.32281852e+00 
 8.11280000e-04 -4.63392908e+00  8.11280000e-04 -2.31696454e+00 
 8.12280000e-04 -4.62203817e+00  8.12280000e-04 -2.31101908e+00 
 8.13280000e-04 -4.60996479e+00  8.13280000e-04 -2.30498239e+00 
 8.14280000e-04 -4.59770942e+00  8.14280000e-04 -2.29885471e+00 
 8.15280000e-04 -4.58527253e+00  8.15280000e-04 -2.29263627e+00 
 8.16280000e-04 -4.57265463e+00  8.16280000e-04 -2.28632732e+00 
 8.17280000e-04 -4.55985621e+00  8.17280000e-04 -2.27992811e+00 
 8.18280000e-04 -4.54687778e+00  8.18280000e-04 -2.27343889e+00 
 8.19280000e-04 -4.53371984e+00  8.19280000e-04 -2.26685992e+00 
 8.20280000e-04 -4.52038291e+00  8.20280000e-04 -2.26019146e+00 
 8.21280000e-04 -4.50686753e+00  8.21280000e-04 -2.25343377e+00 
 8.22280000e-04 -4.49317423e+00  8.22280000e-04 -2.24658711e+00 
 8.23280000e-04 -4.47930354e+00  8.23280000e-04 -2.23965177e+00 
 8.24280000e-04 -4.46525602e+00  8.24280000e-04 -2.23262801e+00 
 8.25280000e-04 -4.45103222e+00  8.25280000e-04 -2.22551611e+00 
 8.26280000e-04 -4.43663270e+00  8.26280000e-04 -2.21831635e+00 
 8.27280000e-04 -4.42205803e+00  8.27280000e-04 -2.21102901e+00 
 8.28280000e-04 -4.40730878e+00  8.28280000e-04 -2.20365439e+00 
 8.29280000e-04 -4.39238554e+00  8.29280000e-04 -2.19619277e+00 
 8.30280000e-04 -4.37728890e+00  8.30280000e-04 -2.18864445e+00 
 8.31280000e-04 -4.36201944e+00  8.31280000e-04 -2.18100972e+00 
 8.32280000e-04 -4.34657779e+00  8.32280000e-04 -2.17328889e+00 
 8.33280000e-04 -4.33096453e+00  8.33280000e-04 -2.16548227e+00 
 8.34280000e-04 -4.31518030e+00  8.34280000e-04 -2.15759015e+00 
 8.35280000e-04 -4.29922571e+00  8.35280000e-04 -2.14961286e+00 
 8.36280000e-04 -4.28310140e+00  8.36280000e-04 -2.14155070e+00 
 8.37280000e-04 -4.26680800e+00  8.37280000e-04 -2.13340400e+00 
 8.38280000e-04 -4.25034615e+00  8.38280000e-04 -2.12517307e+00 
 8.39280000e-04 -4.23371650e+00  8.39280000e-04 -2.11685825e+00 
 8.40280000e-04 -4.21691972e+00  8.40280000e-04 -2.10845986e+00 
 8.41280000e-04 -4.19995646e+00  8.41280000e-04 -2.09997823e+00 
 8.42280000e-04 -4.18282739e+00  8.42280000e-04 -2.09141369e+00 
 8.43280000e-04 -4.16553319e+00  8.43280000e-04 -2.08276659e+00 
 8.44280000e-04 -4.14807454e+00  8.44280000e-04 -2.07403727e+00 
 8.45280000e-04 -4.13045213e+00  8.45280000e-04 -2.06522607e+00 
 8.46280000e-04 -4.11266666e+00  8.46280000e-04 -2.05633333e+00 
 8.47280000e-04 -4.09471883e+00  8.47280000e-04 -2.04735941e+00 
 8.48280000e-04 -4.07660934e+00  8.48280000e-04 -2.03830467e+00 
 8.49280000e-04 -4.05833892e+00  8.49280000e-04 -2.02916946e+00 
 8.50280000e-04 -4.03990829e+00  8.50280000e-04 -2.01995414e+00 
 8.51280000e-04 -4.02131816e+00  8.51280000e-04 -2.01065908e+00 
 8.52280000e-04 -4.00256928e+00  8.52280000e-04 -2.00128464e+00 
 8.53280000e-04 -3.98366238e+00  8.53280000e-04 -1.99183119e+00 
 8.54280000e-04 -3.96459822e+00  8.54280000e-04 -1.98229911e+00 
 8.55280000e-04 -3.94537754e+00  8.55280000e-04 -1.97268877e+00 
 8.56280000e-04 -3.92600110e+00  8.56280000e-04 -1.96300055e+00 
 8.57280000e-04 -3.90646967e+00  8.57280000e-04 -1.95323484e+00 
 8.58280000e-04 -3.88678403e+00  8.58280000e-04 -1.94339201e+00 
 8.59280000e-04 -3.86694493e+00  8.59280000e-04 -1.93347247e+00 
 8.60280000e-04 -3.84695318e+00  8.60280000e-04 -1.92347659e+00 
 8.61280000e-04 -3.82680956e+00  8.61280000e-04 -1.91340478e+00 
 8.62280000e-04 -3.80651486e+00  8.62280000e-04 -1.90325743e+00 
 8.63280000e-04 -3.78606988e+00  8.63280000e-04 -1.89303494e+00 
 8.64280000e-04 -3.76547544e+00  8.64280000e-04 -1.88273772e+00 
 8.65280000e-04 -3.74473234e+00  8.65280000e-04 -1.87236617e+00 
 8.66280000e-04 -3.72384141e+00  8.66280000e-04 -1.86192071e+00 
 8.67280000e-04 -3.70280347e+00  8.67280000e-04 -1.85140173e+00 
 8.68280000e-04 -3.68161935e+00  8.68280000e-04 -1.84080967e+00 
 8.69280000e-04 -3.66028988e+00  8.69280000e-04 -1.83014494e+00 
 8.70280000e-04 -3.63881591e+00  8.70280000e-04 -1.81940795e+00 
 8.71280000e-04 -3.61719829e+00  8.71280000e-04 -1.80859914e+00 
 8.72280000e-04 -3.59543786e+00  8.72280000e-04 -1.79771893e+00 
 8.73280000e-04 -3.57353549e+00  8.73280000e-04 -1.78676775e+00 
 8.74280000e-04 -3.55149205e+00  8.74280000e-04 -1.77574603e+00 
 8.75280000e-04 -3.52930840e+00  8.75280000e-04 -1.76465420e+00 
 8.76280000e-04 -3.50698542e+00  8.76280000e-04 -1.75349271e+00 
 8.77280000e-04 -3.48452399e+00  8.77280000e-04 -1.74226199e+00 
 8.78280000e-04 -3.46192500e+00  8.78280000e-04 -1.73096250e+00 
 8.79280000e-04 -3.43918933e+00  8.79280000e-04 -1.71959467e+00 
 8.80280000e-04 -3.41631789e+00  8.80280000e-04 -1.70815895e+00 
 8.81280000e-04 -3.39331158e+00  8.81280000e-04 -1.69665579e+00 
 8.82280000e-04 -3.37017131e+00  8.82280000e-04 -1.68508566e+00 
 8.83280000e-04 -3.34689800e+00  8.83280000e-04 -1.67344900e+00 
 8.84280000e-04 -3.32349255e+00  8.84280000e-04 -1.66174627e+00 
 8.85280000e-04 -3.29995589e+00  8.85280000e-04 -1.64997795e+00 
 8.86280000e-04 -3.27628896e+00  8.86280000e-04 -1.63814448e+00 
 8.87280000e-04 -3.25249269e+00  8.87280000e-04 -1.62624634e+00 
 8.88280000e-04 -3.22856801e+00  8.88280000e-04 -1.61428400e+00 
 8.89280000e-04 -3.20451588e+00  8.89280000e-04 -1.60225794e+00 
 8.90280000e-04 -3.18033723e+00  8.90280000e-04 -1.59016862e+00 
 8.91280000e-04 -3.15603303e+00  8.91280000e-04 -1.57801652e+00 
 8.92280000e-04 -3.13160424e+00  8.92280000e-04 -1.56580212e+00 
 8.93280000e-04 -3.10705182e+00  8.93280000e-04 -1.55352591e+00 
 8.94280000e-04 -3.08237673e+00  8.94280000e-04 -1.54118837e+00 
 8.95280000e-04 -3.05757996e+00  8.95280000e-04 -1.52878998e+00 
 8.96280000e-04 -3.03266248e+00  8.96280000e-04 -1.51633124e+00 
 8.97280000e-04 -3.00762528e+00  8.97280000e-04 -1.50381264e+00 
 8.98280000e-04 -2.98246934e+00  8.98280000e-04 -1.49123467e+00 
 8.99280000e-04 -2.95719566e+00  8.99280000e-04 -1.47859783e+00 
 9.00280000e-04 -2.93180523e+00  9.00280000e-04 -1.46590262e+00 
 9.01280000e-04 -2.90629906e+00  9.01280000e-04 -1.45314953e+00 
 9.02280000e-04 -2.88067816e+00  9.02280000e-04 -1.44033908e+00 
 9.03280000e-04 -2.85494353e+00  9.03280000e-04 -1.42747176e+00 
 9.04280000e-04 -2.82909619e+00  9.04280000e-04 -1.41454809e+00 
 9.05280000e-04 -2.80313716e+00  9.05280000e-04 -1.40156858e+00 
 9.06280000e-04 -2.77706747e+00  9.06280000e-04 -1.38853374e+00 
 9.07280000e-04 -2.75088815e+00  9.07280000e-04 -1.37544408e+00 
 9.08280000e-04 -2.72460023e+00  9.08280000e-04 -1.36230011e+00 
 9.09280000e-04 -2.69820474e+00  9.09280000e-04 -1.34910237e+00 
 9.10280000e-04 -2.67170274e+00  9.10280000e-04 -1.33585137e+00 
 9.11280000e-04 -2.64509526e+00  9.11280000e-04 -1.32254763e+00 
 9.12280000e-04 -2.61838335e+00  9.12280000e-04 -1.30919168e+00 
 9.13280000e-04 -2.59156808e+00  9.13280000e-04 -1.29578404e+00 
 9.14280000e-04 -2.56465049e+00  9.14280000e-04 -1.28232525e+00 
 9.15280000e-04 -2.53763166e+00  9.15280000e-04 -1.26881583e+00 
 9.16280000e-04 -2.51051265e+00  9.16280000e-04 -1.25525632e+00 
 9.17280000e-04 -2.48329452e+00  9.17280000e-04 -1.24164726e+00 
 9.18280000e-04 -2.45597836e+00  9.18280000e-04 -1.22798918e+00 
 9.19280000e-04 -2.42856524e+00  9.19280000e-04 -1.21428262e+00 
 9.20280000e-04 -2.40105625e+00  9.20280000e-04 -1.20052813e+00 
 9.21280000e-04 -2.37345247e+00  9.21280000e-04 -1.18672623e+00 
 9.22280000e-04 -2.34575498e+00  9.22280000e-04 -1.17287749e+00 
 9.23280000e-04 -2.31796489e+00  9.23280000e-04 -1.15898245e+00 
 9.24280000e-04 -2.29008329e+00  9.24280000e-04 -1.14504165e+00 
 9.25280000e-04 -2.26211129e+00  9.25280000e-04 -1.13105564e+00 
 9.26280000e-04 -2.23404998e+00  9.26280000e-04 -1.11702499e+00 
 9.27280000e-04 -2.20590047e+00  9.27280000e-04 -1.10295023e+00 
 9.28280000e-04 -2.17766387e+00  9.28280000e-04 -1.08883194e+00 
 9.29280000e-04 -2.14934131e+00  9.29280000e-04 -1.07467065e+00 
 9.30280000e-04 -2.12093389e+00  9.30280000e-04 -1.06046695e+00 
 9.31280000e-04 -2.09244275e+00  9.31280000e-04 -1.04622137e+00 
 9.32280000e-04 -2.06386899e+00  9.32280000e-04 -1.03193450e+00 
 9.33280000e-04 -2.03521376e+00  9.33280000e-04 -1.01760688e+00 
 9.34280000e-04 -2.00647818e+00  9.34280000e-04 -1.00323909e+00 
 9.35280000e-04 -1.97766339e+00  9.35280000e-04 -9.88831696e-01 
 9.36280000e-04 -1.94877053e+00  9.36280000e-04 -9.74385264e-01 
 9.37280000e-04 -1.91980073e+00  9.37280000e-04 -9.59900364e-01 
 9.38280000e-04 -1.89075514e+00  9.38280000e-04 -9.45377570e-01 
 9.39280000e-04 -1.86163491e+00  9.39280000e-04 -9.30817453e-01 
 9.40280000e-04 -1.83244118e+00  9.40280000e-04 -9.16220589e-01 
 9.41280000e-04 -1.80317511e+00  9.41280000e-04 -9.01587554e-01 
 9.42280000e-04 -1.77383785e+00  9.42280000e-04 -8.86918927e-01 
 9.43280000e-04 -1.74443057e+00  9.43280000e-04 -8.72215285e-01 
 9.44280000e-04 -1.71495442e+00  9.44280000e-04 -8.57477210e-01 
 9.45280000e-04 -1.68541056e+00  9.45280000e-04 -8.42705282e-01 
 9.46280000e-04 -1.65580017e+00  9.46280000e-04 -8.27900087e-01 
 9.47280000e-04 -1.62612441e+00  9.47280000e-04 -8.13062207e-01 
 9.48280000e-04 -1.59638446e+00  9.48280000e-04 -7.98192229e-01 
 9.49280000e-04 -1.56658148e+00  9.49280000e-04 -7.83290740e-01 
 9.50280000e-04 -1.53671666e+00  9.50280000e-04 -7.68358328e-01 
 9.51280000e-04 -1.50679116e+00  9.51280000e-04 -7.53395582e-01 
 9.52280000e-04 -1.47680619e+00  9.52280000e-04 -7.38403093e-01 
 9.53280000e-04 -1.44676291e+00  9.53280000e-04 -7.23381454e-01 
 9.54280000e-04 -1.41666251e+00  9.54280000e-04 -7.08331257e-01 
 9.55280000e-04 -1.38650619e+00  9.55280000e-04 -6.93253096e-01 
 9.56280000e-04 -1.35629513e+00  9.56280000e-04 -6.78147566e-01 
 9.57280000e-04 -1.32603053e+00  9.57280000e-04 -6.63015265e-01 
 9.58280000e-04 -1.29571358e+00  9.58280000e-04 -6.47856789e-01 
 9.59280000e-04 -1.26534547e+00  9.59280000e-04 -6.32672736e-01 
 9.60280000e-04 -1.23492741e+00  9.60280000e-04 -6.17463707e-01 
 9.61280000e-04 -1.20446060e+00  9.61280000e-04 -6.02230301e-01 
 9.62280000e-04 -1.17394624e+00  9.62280000e-04 -5.86973120e-01 
 9.63280000e-04 -1.14338553e+00  9.63280000e-04 -5.71692767e-01 
 9.64280000e-04 -1.11277969e+00  9.64280000e-04 -5.56389844e-01 
 9.65280000e-04 -1.08212991e+00  9.65280000e-04 -5.41064956e-01 
 9.66280000e-04 -1.05143741e+00  9.66280000e-04 -5.25718707e-01 
 9.67280000e-04 -1.02070341e+00  9.67280000e-04 -5.10351704e-01 
 9.68280000e-04 -9.89929106e-01  9.68280000e-04 -4.94964553e-01 
 9.69280000e-04 -9.59115724e-01  9.69280000e-04 -4.79557862e-01 
 9.70280000e-04 -9.28264478e-01  9.70280000e-04 -4.64132239e-01 
 9.71280000e-04 -8.97376585e-01  9.71280000e-04 -4.48688292e-01 
 9.72280000e-04 -8.66453265e-01  9.72280000e-04 -4.33226632e-01 
 9.73280000e-04 -8.35495739e-01  9.73280000e-04 -4.17747869e-01 
 9.74280000e-04 -8.04505229e-01  9.74280000e-04 -4.02252615e-01 
 9.75280000e-04 -7.73482959e-01  9.75280000e-04 -3.86741479e-01 
 9.76280000e-04 -7.42430153e-01  9.76280000e-04 -3.71215076e-01 
 9.77280000e-04 -7.11348037e-01  9.77280000e-04 -3.55674018e-01 
 9.78280000e-04 -6.80237838e-01  9.78280000e-04 -3.40118919e-01 
 9.79280000e-04 -6.49100785e-01  9.79280000e-04 -3.24550392e-01 
 9.80280000e-04 -6.17938106e-01  9.80280000e-04 -3.08969053e-01 
 9.81280000e-04 -5.86751032e-01  9.81280000e-04 -2.93375516e-01 
 9.82280000e-04 -5.55540794e-01  9.82280000e-04 -2.77770397e-01 
 9.83280000e-04 -5.24308624e-01  9.83280000e-04 -2.62154312e-01 
 9.84280000e-04 -4.93055756e-01  9.84280000e-04 -2.46527878e-01 
 9.85280000e-04 -4.61783422e-01  9.85280000e-04 -2.30891711e-01 
 9.86280000e-04 -4.30492859e-01  9.86280000e-04 -2.15246429e-01 
 9.87280000e-04 -3.99185300e-01  9.87280000e-04 -1.99592650e-01 
 9.88280000e-04 -3.67861981e-01  9.88280000e-04 -1.83930991e-01 
 9.89280000e-04 -3.36524141e-01  9.89280000e-04 -1.68262070e-01 
 9.90280000e-04 -3.05173015e-01  9.90280000e-04 -1.52586507e-01 
 9.91280000e-04 -2.73809841e-01  9.91280000e-04 -1.36904920e-01 
 9.92280000e-04 -2.42435858e-01  9.92280000e-04 -1.21217929e-01 
 9.93280000e-04 -2.11052303e-01  9.93280000e-04 -1.05526152e-01 
 9.94280000e-04 -1.79660417e-01  9.94280000e-04 -8.98302085e-02 
 9.95280000e-04 -1.48261438e-01  9.95280000e-04 -7.41307190e-02 
 9.96280000e-04 -1.16856606e-01  9.96280000e-04 -5.84283029e-02 
 9.97280000e-04 -8.54471605e-02  9.97280000e-04 -4.27235803e-02 
 9.98280000e-04 -5.40343418e-02  9.98280000e-04 -2.70171709e-02 
 9.99280000e-04 -2.26193900e-02  9.99280000e-04 -1.13096950e-02 
 1.00000000e-03 -1.22464680e-15  1.00000000e-03 -6.12323400e-16 
