
Note: No compatibility mode selected!


Circuit: my test circuit

Doing analysis at TEMP = 27.000000 and TNOM = 27.000000

Using SPARSE 1.3 as Direct Linear Solver

Initial Transient Solution
--------------------------

Node                                   Voltage
----                                   -------
nodea                                        0
nodeb                                        0
vw1#branch                                   0


No. of Data Rows : 10008
                                my test circuit
                                Transient Analysis  Thu Dec  4 11:19:33  2025
--------------------------------------------------------------------------------
Index   time            v(nodea)        v(nodeb)        
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-08	3.141593e-04	1.570796e-04	
2	2.000000e-08	6.283185e-04	3.141593e-04	
3	4.000000e-08	1.256637e-03	6.283185e-04	
4	8.000000e-08	2.513274e-03	1.256637e-03	
5	1.600000e-07	5.026547e-03	2.513274e-03	
6	3.200000e-07	1.005309e-02	5.026545e-03	
7	6.400000e-07	2.010614e-02	1.005307e-02	
8	1.280000e-06	4.021195e-02	2.010598e-02	
9	2.280000e-06	7.162586e-02	3.581293e-02	
10	3.280000e-06	1.030369e-01	5.151847e-02	
11	4.280000e-06	1.344440e-01	6.722198e-02	
12	5.280000e-06	1.658457e-01	8.292283e-02	
13	6.280000e-06	1.972408e-01	9.862041e-02	
14	7.280000e-06	2.286282e-01	1.143141e-01	
15	8.280000e-06	2.600065e-01	1.300033e-01	
16	9.280000e-06	2.913746e-01	1.456873e-01	
17	1.028000e-05	3.227312e-01	1.613656e-01	
18	1.128000e-05	3.540750e-01	1.770375e-01	
19	1.228000e-05	3.854049e-01	1.927025e-01	
20	1.328000e-05	4.167196e-01	2.083598e-01	
21	1.428000e-05	4.480177e-01	2.240089e-01	
22	1.528000e-05	4.792983e-01	2.396491e-01	
23	1.628000e-05	5.105598e-01	2.552799e-01	
24	1.728000e-05	5.418013e-01	2.709006e-01	
25	1.828000e-05	5.730213e-01	2.865107e-01	
26	1.928000e-05	6.042187e-01	3.021094e-01	
27	2.028000e-05	6.353923e-01	3.176961e-01	
28	2.128000e-05	6.665408e-01	3.332704e-01	
29	2.228000e-05	6.976629e-01	3.488315e-01	
30	2.328000e-05	7.287576e-01	3.643788e-01	
31	2.428000e-05	7.598234e-01	3.799117e-01	
32	2.528000e-05	7.908593e-01	3.954296e-01	
33	2.628000e-05	8.218639e-01	4.109320e-01	
34	2.728000e-05	8.528361e-01	4.264180e-01	
35	2.828000e-05	8.837746e-01	4.418873e-01	
36	2.928000e-05	9.146782e-01	4.573391e-01	
37	3.028000e-05	9.455458e-01	4.727729e-01	
38	3.128000e-05	9.763760e-01	4.881880e-01	
39	3.228000e-05	1.007168e+00	5.035838e-01	
40	3.328000e-05	1.037919e+00	5.189597e-01	
41	3.428000e-05	1.068630e+00	5.343152e-01	
42	3.528000e-05	1.099299e+00	5.496496e-01	
43	3.628000e-05	1.129924e+00	5.649622e-01	
44	3.728000e-05	1.160505e+00	5.802526e-01	
45	3.828000e-05	1.191040e+00	5.955200e-01	
46	3.928000e-05	1.221528e+00	6.107640e-01	
47	4.028000e-05	1.251968e+00	6.259838e-01	
48	4.128000e-05	1.282358e+00	6.411789e-01	
49	4.228000e-05	1.312697e+00	6.563487e-01	
50	4.328000e-05	1.342985e+00	6.714926e-01	
51	4.428000e-05	1.373220e+00	6.866100e-01	
52	4.528000e-05	1.403401e+00	7.017003e-01	
53	4.628000e-05	1.433526e+00	7.167629e-01	
54	4.728000e-05	1.463594e+00	7.317971e-01	

Index   time            v(nodea)        v(nodeb)        
--------------------------------------------------------------------------------
55	4.828000e-05	1.493605e+00	7.468025e-01	
56	4.928000e-05	1.523557e+00	7.617784e-01	
57	5.028000e-05	1.553449e+00	7.767243e-01	
58	5.128000e-05	1.583279e+00	7.916394e-01	
59	5.228000e-05	1.613047e+00	8.065233e-01	
60	5.328000e-05	1.642751e+00	8.213754e-01	
61	5.428000e-05	1.672390e+00	8.361951e-01	
62	5.528000e-05	1.701963e+00	8.509817e-01	
63	5.628000e-05	1.731469e+00	8.657347e-01	
64	5.728000e-05	1.760907e+00	8.804536e-01	
65	5.828000e-05	1.790275e+00	8.951377e-01	
66	5.928000e-05	1.819573e+00	9.097865e-01	
67	6.028000e-05	1.848799e+00	9.243993e-01	
68	6.128000e-05	1.877951e+00	9.389757e-01	
69	6.228000e-05	1.907030e+00	9.535150e-01	
70	6.328000e-05	1.936033e+00	9.680166e-01	
71	6.428000e-05	1.964960e+00	9.824800e-01	
72	6.528000e-05	1.993809e+00	9.969047e-01	
73	6.628000e-05	2.022580e+00	1.011290e+00	
74	6.728000e-05	2.051271e+00	1.025635e+00	
75	6.828000e-05	2.079880e+00	1.039940e+00	
76	6.928000e-05	2.108408e+00	1.054204e+00	
77	7.028000e-05	2.136852e+00	1.068426e+00	
78	7.128000e-05	2.165212e+00	1.082606e+00	
79	7.228000e-05	2.193487e+00	1.096744e+00	
80	7.328000e-05	2.221675e+00	1.110837e+00	
81	7.428000e-05	2.249775e+00	1.124888e+00	
82	7.528000e-05	2.277787e+00	1.138893e+00	
83	7.628000e-05	2.305708e+00	1.152854e+00	
84	7.728000e-05	2.333539e+00	1.166769e+00	
85	7.828000e-05	2.361277e+00	1.180639e+00	
86	7.928000e-05	2.388922e+00	1.194461e+00	
87	8.028000e-05	2.416473e+00	1.208237e+00	
88	8.128000e-05	2.443928e+00	1.221964e+00	
89	8.228000e-05	2.471287e+00	1.235644e+00	
90	8.328000e-05	2.498549e+00	1.249274e+00	
91	8.428000e-05	2.525712e+00	1.262856e+00	
92	8.528000e-05	2.552775e+00	1.276387e+00	
93	8.628000e-05	2.579737e+00	1.289868e+00	
94	8.728000e-05	2.606597e+00	1.303299e+00	
95	8.828000e-05	2.633355e+00	1.316677e+00	
96	8.928000e-05	2.660008e+00	1.330004e+00	
97	9.028000e-05	2.686557e+00	1.343278e+00	
98	9.128000e-05	2.712999e+00	1.356500e+00	
99	9.228000e-05	2.739335e+00	1.369667e+00	
100	9.328000e-05	2.765562e+00	1.382781e+00	
101	9.428000e-05	2.791680e+00	1.395840e+00	
102	9.528000e-05	2.817688e+00	1.408844e+00	
103	9.628000e-05	2.843585e+00	1.421792e+00	
104	9.728000e-05	2.869369e+00	1.434684e+00	
105	9.828000e-05	2.895040e+00	1.447520e+00	
106	9.928000e-05	2.920597e+00	1.460298e+00	
107	1.002800e-04	2.946038e+00	1.473019e+00	
108	1.012800e-04	2.971363e+00	1.485682e+00	
109	1.022800e-04	2.996571e+00	1.498286e+00	
110	1.032800e-04	3.021661e+00	1.510830e+00	
